eccentricity,aspect_ratio,elongation,solidity,stochastic_convexity,isoperimetric_factor,maximal_indentation_depth,lobedness,average_intensity,average_contrast,smoothness,third_moment,uniformity,entropy,pred
0.92522,2.695,0.63571,0.92994,0.99298,0.505,0.040707,0.30158,0.055741999999999986,0.15592,0.023734,0.0096617,0.00030237,1.0351,22
0.32175,1.1782,0.32151,0.91803,0.97544,0.58719,0.045933,0.384,0.076818,0.14622000000000002,0.020931,0.0048174,0.0014091,1.6749,10
0.64056,1.3166,0.28616,0.97053,0.99649,0.77183,0.0091632,0.015281,0.020413,0.065575,0.0042817,0.00089749,0.00020433,0.86218,4
0.7885,1.638,0.43032,0.95417,1.0,0.71101,0.026783,0.13055,0.12808,0.21441,0.04395,0.013032,0.0010116,2.2764,25
0.83755,1.5634,0.5332899999999999,0.7669699999999999,0.95088,0.27825,0.039592,0.28528000000000003,0.023152,0.087838,0.007656399999999998,0.0028187,5.6309e-05,0.8079,7
0.9136,2.5213,0.61341,0.97227,1.0,0.56248,0.0078474,0.011208,0.068427,0.14325,0.020108,0.0055763,0.00057194,1.7187,14
0.93613,2.3898,0.67175,0.84434,0.90526,0.37007,0.039277,0.28077,0.048447,0.11955,0.014091,0.0037887,0.00042459,1.2593,5
0.39432,1.1191,0.17272,0.96806,0.99298,0.73417,0.012499,0.028432,0.073063,0.13718,0.01847,0.0040597,0.00090977,1.8893,4
0.99551,9.6915,0.91233,0.88256,0.93509,0.17567,0.049695,0.44946,0.013721,0.067649,0.004555600000000001,0.0015063,4.437100000000001e-05,0.41054,31
0.79606,1.6934,0.43387,0.98181,1.0,0.76985,0.0077992,0.011071,0.013677000000000002,0.057832000000000015,0.0033334000000000003,0.00081648,0.00013855,0.4975100000000001,1
0.28064,1.0849,0.7531899999999999,0.7215199999999999,0.71404,0.13685999999999998,0.078996,1.1358,0.14122,0.2183,0.045488,0.012002,0.0015154,2.4059,36
0.44567,1.2107,0.20257,0.97104,0.99123,0.80094,0.016177,0.047628,0.020632,0.074115,0.0054631,0.0013865,0.00016174,0.66423,24
0.6887800000000001,1.4399,0.32986,0.98318,1.0,0.7847,0.007080199999999998,0.0091235,0.083675,0.17243,0.028872,0.008786,0.0010143,1.5313,33
0.50139,1.0066,0.29593,0.91585,0.99825,0.6402899999999999,0.021782,0.08634700000000001,0.054635,0.1598,0.024899,0.011106,0.00016162,1.0511,3
0.35141,1.1428,0.24265,0.93638,0.99123,0.4784600000000001,0.019721,0.070781,0.1074,0.18794,0.034115,0.008989299999999999,0.0015026,1.9019,30
0.8683200000000001,2.141,0.54004,0.98483,1.0,0.69313,0.009048,0.0149,0.11927,0.2052,0.040405,0.011659,0.0010933,2.1073,28
0.8138,1.737,0.4295600000000001,0.98956,1.0,0.7911699999999999,0.0086131,0.013502000000000002,0.033871,0.10399,0.010699,0.0035528,0.00015394,1.0284,27
0.56324,1.1928,0.474,0.77564,0.93333,0.34791,0.069404,0.8766799999999999,0.10401,0.17923,0.031125,0.0094494,0.00074739,2.4883,15
0.88566,2.2029,0.54993,0.98635,1.0,0.59039,0.0037601,0.0025732,0.039469,0.12459,0.015285,0.0056604,0.00020409,0.8427100000000001,32
0.75285,1.5603,0.38474,0.98701,0.99649,0.78037,0.004611,0.0038695,0.046705,0.11723,0.013556,0.0038164,0.00028371,1.3539,13
0.84315,1.8134,0.54611,0.84406,0.96667,0.49437,0.038509,0.2699,0.054653,0.14411,0.020345,0.0082654,0.00016275,1.495,7
0.87259,2.1845,0.56922,0.93969,0.99474,0.5261100000000001,0.044598,0.36199,0.060388,0.14227,0.019839,0.0062705,0.00031494,1.4969,12
0.92876,2.8218,0.66081,0.93335,0.97544,0.43699,0.046152,0.38767,0.050806,0.13408,0.017661000000000003,0.006442100000000001,0.00017937,1.4027,12
0.83089,1.8199,0.45693,0.9824,1.0,0.7710600000000001,0.0060055,0.006564,0.0072447000000000015,0.040616,0.0016469000000000002,0.00038812,3.2863e-05,0.33696,1
0.8648600000000001,1.7986,0.55606,0.87745,0.97018,0.52669,0.029555,0.15897999999999998,0.027883,0.092866,0.0085504,0.0031577,0.00012091,0.9961,7
0.8906299999999999,2.2927,0.56667,0.98732,1.0,0.66427,0.0028365,0.0014643,0.029272000000000006,0.091328,0.008271700000000002,0.0022383000000000004,0.00020166,0.87177,2
0.94058,3.0366,0.69248,0.93952,0.99474,0.42979,0.031219,0.17737999999999998,0.038691,0.1076,0.011445,0.0032156,0.00024816,1.0843,14
0.87844,1.8096,0.63151,0.8392299999999999,0.8368399999999999,0.37688,0.043563,0.34539000000000003,0.045468,0.12554,0.015515,0.0051589,0.00022842,1.1374,5
0.99841,16.832,0.94116,0.85531,0.9,0.094537,0.035845,0.23384,0.012341,0.066682,0.0044268,0.0017052,1.7724000000000002e-05,0.41828,34
0.90391,2.458,0.5977,0.9861,1.0,0.61429,0.0067013,0.0081731,0.08902,0.16706,0.027151,0.007219,0.00096593,1.8937,35
0.73365,1.5028,0.34887,0.9828,1.0,0.8014399999999999,0.0053647,0.0052380000000000005,0.029255,0.10327,0.010553,0.004301300000000001,9.1642e-05,0.88407,26
0.85278,1.9935,0.50107,0.98449,0.99825,0.72127,0.0068277,0.008484299999999998,0.015559,0.070923,0.005005,0.0015733,6.9367e-05,0.44798,32
0.8031,1.652,0.40268,0.97695,1.0,0.79833,0.010883,0.021558,0.046764,0.10227,0.010352,0.0021515,0.00074063,1.5053,27
0.7216199999999999,1.4686,0.43475,0.91337,0.98596,0.60738,0.046324,0.39055,0.097628,0.18471,0.032992,0.0097255,0.001043,1.8296,25
0.7831,1.5389,0.42639,0.94648,0.97544,0.65478,0.038706,0.27266,0.12607000000000002,0.24469,0.056492,0.023259,0.00066766,1.8504,25
0.99569,9.9653,0.90578,0.91515,0.9807,0.17113,0.023896,0.10392,0.020381,0.082596,0.0067759,0.0024074,5.0483999999999986e-05,0.67264,34
0.8375,1.9512,0.4905,0.968,0.98246,0.6513800000000001,0.016224000000000002,0.047908,0.0051195,0.035621,0.0012673,0.0003224,1.1238e-05,0.23514,29
0.47124,1.1349,0.8115899999999999,0.65915,0.4736800000000001,0.093982,0.096492,1.6945,0.098618,0.21062,0.042478,0.016848,0.00058101,1.5913,36
0.9967,11.361,0.914,0.91815,0.93684,0.14435,0.019976,0.072629,0.020667,0.08551399999999999,0.007259499999999999,0.0028469000000000003,4.6487e-05,0.67925,34
0.19287,1.0551,0.25044,0.93641,0.99474,0.47284,0.019693,0.07058099999999999,0.055935000000000006,0.1303,0.016694,0.0045832,0.00044001,1.4111,30
0.67925,1.487,0.33465,0.97307,0.98246,0.7713,0.012399,0.02798,0.0075996000000000015,0.044132,0.0019439,0.00049059,3.6857e-05,0.28857,24
0.4132,1.0384,0.48465,0.78118,0.87018,0.30478,0.080722,1.1859,0.047303,0.12619,0.015674,0.005899199999999999,0.00019037,1.489,15
0.93671,2.4151,0.7298,0.81793,0.8649100000000001,0.33439,0.080539,1.1805,0.048722,0.12051,0.014314,0.003998300000000001,0.00037216,1.3083,5
0.82775,1.842,0.48769,0.97383,0.99825,0.68405,0.01619,0.047706,0.022041,0.087963,0.0076781,0.0029651,6.8766e-05,0.68174,26
0.50771,1.1084,0.25071,0.93529,0.98596,0.64927,0.02595,0.12256,0.013493000000000002,0.073509,0.0053745,0.0021246,3.1877e-05,0.3475,23
0.78965,1.8186,0.45353,0.94929,1.0,0.63343,0.030371,0.16787,0.008048999999999999,0.04345,0.0018843,0.00045429,2.9147e-05,0.36533,29
0.32168,1.1127,0.27055,0.95426,0.99298,0.70006,0.05426,0.53584,0.10967,0.21507,0.044212,0.016252000000000003,0.00061195,1.8452,10
0.50784,1.0544,0.623,0.73625,0.59649,0.27687,0.13296,3.2176,0.014816,0.067044,0.0044748,0.0013737,3.792e-05,0.5211399999999999,6
0.74173,1.5257,0.36116,0.98152,0.99825,0.79867,0.0052423,0.0050016,0.02416,0.090476,0.0081195,0.002708,7.484600000000001e-05,0.6965899999999999,1
0.86224,1.7434,0.62464,0.85754,0.8929799999999999,0.32238,0.050792,0.46952,0.064428,0.16335,0.025989,0.010189,0.00023873,1.3343,5
0.98824,7.142,0.86069,0.96683,0.99474,0.26951,0.021697,0.08567999999999999,0.024361,0.087108,0.0075307,0.0023055,9.7934e-05,0.7396,8
0.35236,1.146,0.20076,0.96876,0.99649,0.71333,0.017728999999999998,0.057204,0.033249,0.099068,0.0097191,0.002653,0.00035728,0.87046,24
0.73429,1.5069,0.40827,0.94518,1.0,0.62558,0.014987,0.040879,0.038113,0.092188,0.0084269,0.0017773,0.00047378,1.335,4
0.5092399999999999,1.2166,0.27943,0.93462,0.99123,0.4092,0.016089,0.047113,0.096518,0.17131,0.028511,0.006963,0.0015453,1.851,30
0.7308600000000001,1.5285,0.46455,0.8729100000000001,0.97193,0.4865,0.034289,0.21399,0.02898,0.10191,0.01028,0.003585900000000001,0.00010051,0.76676,9
0.46348,1.0544,0.72231,0.63754,0.47544,0.20039,0.14864000000000002,4.0212,0.010917,0.05349400000000002,0.0028534000000000003,0.00087543,2.9594e-05,0.53199,6
0.5291399999999999,1.2066,0.25595,0.93945,0.97895,0.51693,0.019009,0.065765,0.14675,0.19841,0.037876,0.0073471,0.0023476,2.7085,30
0.91549,2.6796,0.62862,0.96381,1.0,0.55874,0.019083000000000003,0.066276,0.10351,0.19882,0.038028,0.012751,0.00057453,1.9702,28
0.91186,2.4994,0.60323,0.983,1.0,0.6491600000000001,0.0061494,0.006882300000000001,0.018887,0.072486,0.0052267,0.0014887,8.327100000000001e-05,0.67811,2
0.4659,1.2195,0.27095,0.94433,1.0,0.66599,0.013322,0.032299,0.024332,0.10405,0.01071,0.0047135,4.6307e-05,0.56447,9
0.41933,1.1928,0.30567,0.93428,0.98947,0.50688,0.020948,0.07986599999999999,0.057408,0.12508,0.015404,0.003903,0.00045984,1.6497,30
0.37902,1.0738,0.5242,0.71586,0.85439,0.26309,0.065312,0.77635,0.067161,0.14275,0.019969,0.0059582,0.00040634,1.8527,15
0.68069,1.1866,0.78745,0.7349600000000001,0.6,0.14029,0.072447,0.95524,0.09277,0.18451,0.032923,0.010852,0.00059383,1.8568,36
0.88185,2.1732,0.57028,0.93013,0.99825,0.45014,0.049062,0.43809,0.072246,0.16601,0.02682,0.010288,0.0002503,1.7405,12
0.89518,2.3875,0.581,0.98796,1.0,0.6383300000000001,0.0077926,0.011052,0.07304,0.1591,0.024688,0.0073807,0.00084138,1.408,35
0.91328,2.5654,0.61185,0.98179,1.0,0.60313,0.006726,0.0082335,0.093484,0.19225,0.035644,0.012245,0.00061603,1.6701,28
0.47728,1.2115,0.68343,0.76364,0.56667,0.23896,0.10747,2.1022,0.024036,0.080623,0.0064581000000000005,0.0018312,0.00010648,0.90702,6
0.82268,1.6657,0.59909,0.84493,0.85614,0.32056,0.048803,0.43348,0.079282,0.18571,0.033338,0.013523,0.00027502,1.5377,5
0.88965,2.3863,0.5905100000000001,0.90564,0.98421,0.5136,0.048934,0.43581,0.062886,0.17454,0.029562,0.013364,0.00026357,1.0734,22
0.58637,1.1419,0.30339,0.93305,0.92105,0.57323,0.041282,0.31016,0.022886,0.093704,0.0087041,0.0032290999999999995,0.00010441,0.54481,23
0.59988,1.1427,0.71532,0.66101,0.47544,0.15747,0.11337,2.3394,0.050389,0.13585,0.018121,0.00619,0.00026454,1.1526,36
0.5684,1.1876,0.4800100000000001,0.91247,0.79474,0.3885,0.089162,1.4469,0.027113,0.10182,0.010261,0.0037888000000000006,0.00010673,0.65567,23
0.4427100000000001,1.0836,0.49548,0.74434,0.87018,0.26478,0.079481,1.1497,0.10151,0.1726,0.028929000000000007,0.007640600000000002,0.00084487,2.389,15
0.7184699999999999,1.2291,0.693,0.75574,0.66667,0.26004,0.098823,1.7774,0.021217,0.073201,0.0053299,0.0013612,0.00012452,0.79862,6
0.8817200000000001,1.774,0.63974,0.8499,0.8736799999999999,0.34354,0.051776,0.4879,0.06103,0.1519,0.022554,0.0080813,0.00025039,1.3805,5
0.75968,1.5763,0.38954,0.98731,1.0,0.8232299999999999,0.005582,0.0056708,0.034733999999999994,0.098208,0.0095526,0.0027074,0.00023404,1.1433,27
0.83275,2.0014,0.50157,0.9557,0.99649,0.67019,0.028422000000000006,0.14702,0.009253399999999998,0.051082,0.0026026,0.00073282,4.0071e-05,0.32567,29
0.8411299999999999,1.86,0.46549,0.99039,1.0,0.75976,0.004675899999999999,0.0039793,0.062798,0.13234,0.017213,0.0044528,0.00065523,1.653,2
0.99512,10.377,0.90564,0.92135,0.99825,0.17941,0.016647,0.050433,0.0204,0.071662,0.0051092,0.0012661,0.00017021,0.71514,34
0.90831,2.4038,0.59263,0.97688,0.99825,0.59259,0.0064679,0.0076137,0.063688,0.1472,0.021208,0.0067017,0.00032702,1.5332,14
0.99611,11.005999999999998,0.92239,0.8696200000000001,0.99123,0.14581,0.064792,0.7640399999999999,0.011176,0.05780800000000001,0.0033307,0.00098398,3.9298e-05,0.3731,31
0.6018,1.2254,0.41835,0.94269,0.95263,0.54871,0.05883500000000001,0.6299899999999999,0.016202,0.074883,0.0055761000000000005,0.0018797,7.1264e-05,0.43769,23
0.88661,2.2553,0.56472,0.98284,1.0,0.67537,0.012123,0.026749,0.022251,0.083617,0.0069433,0.0020893,0.00016304,0.6077899999999999,32
0.84501,2.0918,0.51732,0.9451,1.0,0.6071,0.039781,0.28802,0.0081002,0.044849,0.0020074000000000003,0.00050789,2.9215e-05,0.34316,29
0.99571,10.352,0.90609,0.90652,0.97895,0.16732,0.025787,0.12103,0.023523,0.08945499999999999,0.0079387,0.0028882,6.9318e-05,0.73774,34
0.91298,2.455,0.61097,0.96979,0.99825,0.5621,0.0095958,0.016758000000000002,0.090447,0.1871,0.033823,0.0115,0.0005639999999999999,1.6879,14
0.92479,2.5638,0.62255,0.96226,0.97895,0.57504,0.0097927,0.017453,0.026156,0.10029,0.009958,0.0040505,4.466100000000001e-05,0.77718,12
0.91355,2.457,0.6110800000000001,0.97034,0.97544,0.5645,0.007702899999999999,0.010799,0.092547,0.18786,0.034088,0.011708,0.00046097,1.8501,14
0.6441399999999999,1.37,0.42697,0.91457,0.96491,0.44764,0.055411,0.55882,0.1203,0.19149,0.035373,0.0084315,0.0018137,2.2137,10
0.4309,1.2825,0.38769,0.85341,0.96667,0.46204,0.052403,0.49979,0.067688,0.16198,0.025566,0.0091042,0.00043085,1.3596,9
0.39093,1.1025,0.73351,0.72022,0.6947399999999999,0.17954,0.076072,1.0532,0.059213,0.15747,0.024197,0.0095408,0.00024731,1.2042,36
0.83094,1.6643,0.49439,0.96016,0.99649,0.65605,0.023841,0.10345,0.12266,0.24766,0.057789,0.025308,0.00078336,1.7001,25
0.38203,1.0405,0.6901,0.48549,0.63684,0.13165,0.11852,2.5565,0.027997,0.093312,0.008631999999999999,0.0026591,0.00012469,0.8499399999999999,11
0.47195,1.0901,0.85409,0.53598,0.39649,0.078376,0.13227,3.184,0.08200700000000001,0.18782,0.034074,0.013487,0.00032855,1.5623,36
0.93062,2.8973,0.65828,0.98182,1.0,0.5795,0.006489399999999999,0.007664499999999999,0.023606,0.072237,0.005191,0.0011217,0.00025558,0.90513,2
0.62733,1.2441,0.5021399999999999,0.90049,0.86667,0.47758,0.092591,1.5603,0.02034,0.091645,0.0083289,0.0033696,4.907100000000001e-05,0.49195,23
0.98487,6.0229,0.8362799999999999,0.96522,1.0,0.29509,0.024667,0.11074,0.0303,0.097095,0.0093394,0.0027833000000000003,0.00018341,0.85025,8
0.38564,1.0471,0.23328,0.95176,0.97368,0.6710699999999999,0.050832,0.47028,0.13563,0.24744,0.057693,0.022,0.00086835,1.9757,10
0.49634,1.1832,0.22855,0.94687,0.98947,0.58613,0.017327000000000002,0.054638,0.047106,0.12747999999999998,0.015992,0.0051731,0.00023865,1.1489,30
0.23041,1.1294,0.25496,0.94201,0.97368,0.6084,0.040722,0.3018,0.10957,0.23571,0.052636,0.02418,0.00042353,1.6648,10
